"","id","type","pollster","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Trump"
"1","6247","rcp_average","rcp_average","2/5 - 2/18","","","","",Biden,Democrat,+4.8,,NA,NA,NA,NA,NA,"Biden","Democrat","+4.8","",50.4,45.6
"2","126564","poll_rcp_avg","ABC News/Wash Post","2/14 - 2/17","","913 RV","4.0","",Biden,Democrat,+7.0,,2020-02-19 08:27:02,"https://www.langerresearch.com/wp-content/uploads/1211a12020Politics.pdf",2020-02-14,2020-02-17,"1","Biden","Democrat","+7.0","",52.0,45.0
"3","126558","poll_rcp_avg","Emerson","2/16 - 2/18","","1250 RV","2.7","",Trump,Republican,+4.0,,2020-02-19 08:28:28,"https://emersonpolling.reportablenews.com/pr/february-national-poll-sanders-takes-the-lead-for-democratic-nomination-bloomberg-on-the-rise",2020-02-16,2020-02-18,"1","Trump","Republican","+4.0","",48.0,52.0
"4","126549","poll_rcp_avg","NBC News/Wall St. Jrnl","2/14 - 2/17","","900 RV","3.3","",Biden,Democrat,+8.0,,2020-02-18 17:28:36,"https://www.documentcloud.org/documents/6779408-200085-NBCWSJ-February-Poll.html",2020-02-14,2020-02-17,"1","Biden","Democrat","+8.0","",52.0,44.0
"5","126529","poll_rcp_avg","NPR/PBS/Marist","2/13 - 2/16","","1164 RV","3.7","",Biden,Democrat,+6.0,,2020-02-18 08:01:40,"http://maristpoll.marist.edu/wp-content/uploads/2020/02/UPDATED_Tuesday-Release_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2002171446.pdf",2020-02-13,2020-02-16,"1","Biden","Democrat","+6.0","",50.0,44.0
"6","126418","poll_rcp_avg","Quinnipiac","2/5 - 2/9","","1519 RV","2.5","",Biden,Democrat,+7.0,,2020-02-10 14:25:54,"https://poll.qu.edu/national/release-detail?ReleaseID=3655",2020-02-05,2020-02-09,"1","Biden","Democrat","+7.0","",50.0,43.0
"7","126304","poll","NBC News/Wall St. Jrnl","1/26 - 1/29","","1000 RV","3.1","",Biden,Democrat,+6.0,,2020-02-02 10:41:47,"https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-country-remains-divided-over-trump-s-impeachment-n1128326",2020-01-26,2020-01-29,"1","Biden","Democrat","+6.0","",50.0,44.0
"8","126293","poll","IBD/TIPP","1/23 - 1/30","","856 RV","3.3","",Biden,Democrat,+1.0,,2020-01-31 15:50:33,"https://www.investors.com/politics/trump-impeachment-trial-americans-oppose-removal-ibd-tipp/",2020-01-23,2020-01-30,"1","Biden","Democrat","+1.0","",49.0,48.0
"9","126133","poll","Emerson","1/21 - 1/23","","1128 RV","2.8","",Tie,,,,2020-01-23 22:50:22,"https://emersonpolling.reportablenews.com/pr/national-2020-biden-and-sanders-battle-in-two-way-race-for-democratic-nomination",2020-01-21,2020-01-23,"1","Tie","","","",50.0,50.0
"10","126185","poll","ABC News/Wash Post","1/20 - 1/23","","880 RV","4.0","",Biden,Democrat,+4.0,,2020-01-27 08:06:35,"https://www.washingtonpost.com/politics/trump-begins-reelection-year-more-competitive-against-democrats-than-he-was-three-months-ago-post-abc-poll-finds/2020/01/26/e5718616-3fc7-11ea-baca-eb7ace0a3455_story.html",2020-01-20,2020-01-23,"1","Biden","Democrat","+4.0","",50.0,46.0
"11","126283","poll","LA Times/USC","1/15 - 1/28","","4869 RV","2.0","",Biden,Democrat,+9.0,,2020-01-31 08:42:08,"https://www.latimes.com/politics/story/2020-01-31/joe-biden-holds-lead-in-national-poll-is-it-a-firewall-against-iowa-new-hampshire-losses",2020-01-15,2020-01-28,"1","Biden","Democrat","+9.0","",49.0,40.0
"12","126170","poll","FOX News","1/19 - 1/22","","1005 RV","3.0","",Biden,Democrat,+9.0,,2020-01-26 09:35:17,"https://www.foxnews.com/politics/fox-news-poll-record-economy-ratings-as-half-say-senate-should-remove-trump",2020-01-19,2020-01-22,"1","Biden","Democrat","+9.0","",50.0,41.0
"13","126056","poll","CNN","1/16 - 1/19","","1051 RV","3.6","",Biden,Democrat,+9.0,,2020-01-22 08:28:36,"https://cdn.cnn.com/cnn/2020/images/01/22/rel1b.-.2020.pdf",2020-01-16,2020-01-19,"1","Biden","Democrat","+9.0","",53.0,44.0
"14","125927","poll","IBD/TIPP","1/3 - 1/11","","846 RV","3.3","",Biden,Democrat,+2.0,,2020-01-13 22:30:23,"https://www.investors.com/politics/trump-impeachment-support-dips-americans-back-trump-on-iran-economy/",2020-01-03,2020-01-11,"1","Biden","Democrat","+2.0","",48.0,46.0
"15","125580","poll","Emerson","12/15 - 12/17","","1222 RV","2.7","",Biden,Democrat,+4.0,,2019-12-17 23:29:54,"https://emersonpolling.reportablenews.com/pr/december-national-poll-biden-and-sanders-pull-away-from-the-pack-as-warren-falls",2019-12-15,2019-12-17,"1","Biden","Democrat","+4.0","",52.0,48.0
"16","125658","poll","CNN","12/12 - 12/15","","888 RV","4.0","",Biden,Democrat,+5.0,,2019-12-23 13:28:19,"https://cdn.cnn.com/cnn/2019/images/12/20/rel14c.-.economy,.general.election.pdf",2019-12-12,2019-12-15,"1","Biden","Democrat","+5.0","",49.0,44.0
"17","125561","poll","USA Today/Suffolk","12/10 - 12/14","","1000 RV","3.0","",Trump,Republican,+3.0,,2019-12-16 20:02:26,"https://www.usatoday.com/story/news/politics/elections/2019/12/16/trump-impeachment-2020-election-leads-democratic-rivals/2663659001/",2019-12-10,2019-12-14,"1","Trump","Republican","+3.0","",41.0,44.0
"18","125542","poll","IBD/TIPP","12/5 - 12/14","","849 RV","3.5","",Biden,Democrat,+5.0,,2019-12-16 14:20:05,"https://www.investors.com/news/joe-biden-leads-democrats-president-trump-tops-elizabeth-warren-bernie-sanders-ibd-tipp-poll/",2019-12-05,2019-12-14,"1","Biden","Democrat","+5.0","",50.0,45.0
"19","125519","poll","FOX News","12/8 - 12/11","","1000 RV","3.0","",Biden,Democrat,+7.0,,2019-12-15 10:43:16,"https://www.foxnews.com/politics/fox-news-poll-results-december-8-11-2019",2019-12-08,2019-12-11,"1","Biden","Democrat","+7.0","",48.0,41.0
"20","125347","poll","Quinnipiac","12/4 - 12/9","","1553 RV","2.5","",Biden,Democrat,+9.0,,2019-12-10 15:24:43,"https://poll.qu.edu/national/release-detail?ReleaseID=3651",2019-12-04,2019-12-09,"1","Biden","Democrat","+9.0","",51.0,42.0
"21","125256","poll","SurveyUSA","11/20 - 11/21","","3850 RV","1.7","",Biden,Democrat,+13.0,,2019-11-27 16:50:58,"http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b",2019-11-20,2019-11-21,"1","Biden","Democrat","+13.0","",52.0,39.0
"22","125136","poll","Emerson","11/17 - 11/20","","1092 RV","2.9","",Trump,Republican,+2.0,,2019-11-21 12:32:57,"https://emersonpolling.reportablenews.com/pr/november-national-poll-support-for-impeachment-declines-biden-and-sanders-lead-democratic-primary",2019-11-17,2019-11-20,"1","Trump","Republican","+2.0","",49.0,51.0
"23","124725","poll","NBC News/Wall St. Jrnl","10/27 - 10/30","","720 RV","3.7","",Biden,Democrat,+9.0,,2019-11-03 10:09:27,"https://www.documentcloud.org/documents/6538104-19433-NBCWSJ-Late-October-Poll.html",2019-10-27,2019-10-30,"1","Biden","Democrat","+9.0","",50.0,41.0
"24","124779","poll","ABC News/Wash Post","10/27 - 10/30","","876 RV","4.0","",Biden,Democrat,+17.0,,2019-11-05 08:29:35,"https://www.washingtonpost.com/politics/trump-trails-democratic-rivals-in-national-survey-as-independents-move-away/2019/11/04/e068afac-ff38-11e9-9518-1e76abc088b6_story.html",2019-10-27,2019-10-30,"1","Biden","Democrat","+17.0","",56.0,39.0
"25","124706","poll","FOX News","10/27 - 10/30","","1040 RV","3.0","",Biden,Democrat,+12.0,,2019-11-03 09:34:29,"https://www.foxnews.com/politics/fox-news-poll-biden-leads-nomination-race-tops-trump-by-12-points-in-matchup",2019-10-27,2019-10-30,"1","Biden","Democrat","+12.0","",51.0,39.0
"26","124767","poll","IBD/TIPP","10/24 - 10/31","","863 RV","3.5","",Biden,Democrat,+10.0,,2019-11-04 14:23:46,"https://www.investors.com/news/joe-biden-leads-elizabeth-warren-both-beat-trump-2020-election-ibd-tipp/",2019-10-24,2019-10-31,"1","Biden","Democrat","+10.0","",53.0,43.0
"27","124616","poll","Politico/Morning Consult","10/25 - 10/28","","1997 RV","2.0","",Biden,Democrat,+5.0,,2019-10-30 09:03:34,"https://morningconsult.com/wp-content/uploads/2019/10/191058_crosstabs_POLITICO_RVs_v2_JB.pdf",2019-10-25,2019-10-28,"1","Biden","Democrat","+5.0","",41.0,36.0
"28","124403","poll","Emerson","10/18 - 10/21","","1000 RV","3.0","",Biden,Democrat,+2.0,,2019-10-22 12:29:14,"https://emersonpolling.reportablenews.com/pr/october-national-poll-biden-sanders-warren-maintain-front-runner-status-in-democratic-primary",2019-10-18,2019-10-21,"1","Biden","Democrat","+2.0","",51.0,49.0
"29","124434","poll","CNN","10/17 - 10/20","","892 RV","4.0","",Biden,Democrat,+10.0,,2019-10-23 08:29:25,"https://cdn.cnn.com/cnn/2019/images/10/22/rel12b.-.2020.pdf",2019-10-17,2019-10-20,"1","Biden","Democrat","+10.0","",53.0,43.0
"30","124536","poll","SurveyUSA","10/15 - 10/16","","3080 RV","2.1","",Biden,Democrat,+11.0,,2019-10-26 00:35:29,"http://www.surveyusa.com/client/PollReport.aspx?g=be45282e-0f2b-4aea-9431-c8dd46a3082f",2019-10-15,2019-10-16,"1","Biden","Democrat","+11.0","",52.0,41.0
"31","124242","poll","FOX News","10/6 - 10/8","","1003 RV","3.0","",Biden,Democrat,+10.0,,2019-10-10 17:59:51,"https://www.scribd.com/document/429686638/Fox-News-Poll-October-6-8-2019",2019-10-06,2019-10-08,"1","Biden","Democrat","+10.0","",50.0,40.0
"32","124056","poll","Quinnipiac","10/4 - 10/7","","1483 RV","3.1","",Biden,Democrat,+11.0,,2019-10-08 15:15:38,"https://poll.qu.edu/national/release-detail?ReleaseID=3643",2019-10-04,2019-10-07,"1","Biden","Democrat","+11.0","",51.0,40.0
"33","124018","poll","IBD/TIPP","9/26 - 10/3","","863 RV","3.5","",Biden,Democrat,+7.0,,2019-10-07 08:41:00,"https://www.investors.com/politics/americans-back-trump-impeachment-ukraine-scandal-biden-probe/",2019-09-26,2019-10-03,"1","Biden","Democrat","+7.0","",51.0,44.0
"34","123796","poll","Rasmussen Reports","9/23 - 9/24","","1000 LV","3.0","",Trump,Republican,+4.0,,2019-09-25 11:47:08,"http://www.rasmussenreports.com/public_content/politics/elections/election_2020/trump_47_biden_43",2019-09-23,2019-09-24,"1","Trump","Republican","+4.0","",43.0,47.0
"35","123750","poll","Emerson","9/21 - 9/23","","1019 RV","3.0","",Biden,Democrat,+1.0,,2019-09-24 12:29:54,"https://emersonpolling.reportablenews.com/pr/september-national-poll-warren-surges-biden-slips-and-sanders-holds-creating-three-way-dead-heat-for-the-nomination",2019-09-21,2019-09-23,"1","Biden","Democrat","+1.0","",50.0,49.0
"36","123707","poll","FOX News","9/15 - 9/17","","1008 RV","3.0","",Biden,Democrat,+14.0,,2019-09-18 18:16:25,"https://www.foxnews.com/politics/fox-news-poll-september-15-17-2019",2019-09-15,2019-09-17,"1","Biden","Democrat","+14.0","",52.0,38.0
"37","123714","poll","SurveyUSA","9/13 - 9/16","","4520 RV","1.6","",Biden,Democrat,+8.0,,2019-09-19 08:52:41,"http://www.surveyusa.com/client/PollReport.aspx?g=6189a2c3-4801-46e4-898a-f512d9ed5d17",2019-09-13,2019-09-16,"1","Biden","Democrat","+8.0","",49.0,41.0
"38","123555","poll","ABC News/Wash Post","9/2 - 9/5","","877 RV","4.0","",Biden,Democrat,+15.0,,2019-09-11 08:16:55,"https://www.washingtonpost.com/context/sept-2-5-2019-washington-post-abc-news-poll/d4e18b36-79bf-492d-91e3-d1c7a49d37e2/",2019-09-02,2019-09-05,"1","Biden","Democrat","+15.0","",55.0,40.0
"39","123437","poll","IBD/TIPP","8/22 - 8/30","","848 RV","3.5","",Biden,Democrat,+12.0,,2019-09-03 11:41:10,"https://www.investors.com/news/elizabeth-warren-joe-biden-sanders-democratic-race-biden-vs-trump/",2019-08-22,2019-08-30,"1","Biden","Democrat","+12.0","",54.0,42.0
"40","123365","poll","Emerson","8/24 - 8/26","","1458 RV","2.5","",Biden,Democrat,+8.0,,2019-08-27 12:15:38,"https://emersonpolling.reportablenews.com/pr/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades",2019-08-24,2019-08-26,"1","Biden","Democrat","+8.0","",54.0,46.0
"41","123383","poll","Quinnipiac","8/21 - 8/26","","1422 RV","4.6","",Biden,Democrat,+16.0,,2019-08-28 08:17:42,"https://poll.qu.edu/national/release-detail?ReleaseID=3638",2019-08-21,2019-08-26,"1","Biden","Democrat","+16.0","",54.0,38.0
"42","123304","poll","Politico/Morning Consult","8/16 - 8/18","","1998 RV","2.0","",Biden,Democrat,+7.0,,2019-08-21 10:30:02,"https://morningconsult.com/wp-content/uploads/2019/08/190845_crosstabs_POLITICO_RVs_v1_JB.pdf",2019-08-16,2019-08-18,"1","Biden","Democrat","+7.0","",42.0,35.0
"43","123248","poll","FOX News","8/11 - 8/13","","1013 RV","3.0","",Biden,Democrat,+12.0,,2019-08-15 18:04:30,"https://www.foxnews.com/politics/fox-news-poll-8-15",2019-08-11,2019-08-13,"1","Biden","Democrat","+12.0","",50.0,38.0
"44","123170","poll","SurveyUSA","8/1 - 8/5","","5459 RV","1.6","",Biden,Democrat,+8.0,,2019-08-09 18:19:39,"http://www.surveyusa.com/client/PollReport.aspx?g=e05bf5ae-982d-4f96-b0ae-671cdfe56aab",2019-08-01,2019-08-05,"1","Biden","Democrat","+8.0","",50.0,42.0
"45","123132","poll","IBD/TIPP","7/25 - 8/1","","856 RV","3.5","",Biden,Democrat,+13.0,,2019-08-07 15:52:51,"https://www.investors.com/politics/joe-biden-has-big-lead-president-trump-job-approval-slides-ibd-tipp-poll/",2019-07-25,2019-08-01,"1","Biden","Democrat","+13.0","",54.0,41.0
"46","122976","poll","Emerson","7/27 - 7/29","","1233 RV","2.7","",Biden,Democrat,+2.0,,2019-07-30 08:30:03,"https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-support-while-bernie-bounces-back",2019-07-27,2019-07-29,"1","Biden","Democrat","+2.0","",51.0,49.0
"47","122944","poll","FOX News","7/21 - 7/23","","1004 RV","3.0","",Biden,Democrat,+10.0,,2019-07-25 18:04:05,"https://www.foxnews.com/politics/fox-news-poll-biden-holds-commanding-lead-for-democratic-nomination",2019-07-21,2019-07-23,"1","Biden","Democrat","+10.0","",49.0,39.0
"48","122747","poll","NBC News/Wall St. Jrnl","7/7 - 7/9","","800 RV","3.5","",Biden,Democrat,+9.0,,2019-07-14 10:10:38,"https://www.documentcloud.org/documents/6192907-NBCWSJ-July-Poll.html",2019-07-07,2019-07-09,"1","Biden","Democrat","+9.0","",51.0,42.0
"49","122682","poll","Emerson","7/6 - 7/8","","1100 RV","2.9","",Biden,Democrat,+6.0,,2019-07-09 08:28:29,"https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-lead-in-democratic-primary-trump-closes-the-gap-in-the-general-election",2019-07-06,2019-07-08,"1","Biden","Democrat","+6.0","",53.0,47.0
"50","122670","poll","ABC News/Wash Post","6/28 - 7/1","","875 RV","4.0","",Biden,Democrat,+10.0,,2019-07-07 01:02:11,"https://www.washingtonpost.com/politics/aided-by-a-strong-economy-trump-approval-rises-but-a-majority-also-see-him-as-unpresidential/2019/07/04/c9c42c54-9d9f-11e9-b27f-ed2942f73d70_story.html",2019-06-28,2019-07-01,"1","Biden","Democrat","+10.0","",53.0,43.0
"51","122655","poll","Rasmussen Reports","6/23 - 7/2","","4500 LV","1.5","",Biden,Democrat,+4.0,,2019-07-05 13:15:00,"http://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_jul05",2019-06-23,2019-07-02,"1","Biden","Democrat","+4.0","",48.0,44.0
"52","122482","poll","Emerson","6/21 - 6/24","","1096 RV","2.9","",Biden,Democrat,+10.0,,2019-06-25 07:39:51,"https://emersonpolling.reportablenews.com/pr/june-national-poll-all-eyes-on-the-democratic-debates-biden-sanders-and-warren-separate-from-the-field",2019-06-21,2019-06-24,"1","Biden","Democrat","+10.0","",55.0,45.0
"53","122351","poll","FOX News","6/9 - 6/12","","1001 RV","3.0","",Biden,Democrat,+10.0,,2019-06-16 12:05:49,"https://www.foxnews.com/politics/fox-news-poll-6-16",2019-06-09,2019-06-12,"1","Biden","Democrat","+10.0","",49.0,39.0
"54","122257","poll","Quinnipiac","6/6 - 6/10","","1214 RV","3.5","",Biden,Democrat,+13.0,,2019-06-11 14:09:24,"https://poll.qu.edu/national/release-detail?ReleaseID=2627",2019-06-06,2019-06-10,"1","Biden","Democrat","+13.0","",53.0,40.0
"55","122265","poll","Politico/Morning Consult","6/7 - 6/9","","1991 RV","2.0","",Biden,Democrat,+11.0,,2019-06-12 08:45:14,"https://morningconsult.com/wp-content/uploads/2019/06/190618_crosstabs_POLITICO_RVs_v1_cxy7nwRpto.pdf",2019-06-07,2019-06-09,"1","Biden","Democrat","+11.0","",44.0,33.0
"56","121929","poll","FOX News","5/11 - 5/14","","1001 RV","3.0","",Biden,Democrat,+11.0,,2019-05-16 18:09:37,"https://www.foxnews.com/politics/fox-news-poll-biden-up-by-double-digits-in-democratic-race",2019-05-11,2019-05-14,"1","Biden","Democrat","+11.0","",49.0,38.0
"57","121871","poll","Emerson","5/10 - 5/13","","1006 RV","3.0","",Biden,Democrat,+8.0,,2019-05-13 21:33:56,"https://emersonpolling.reportablenews.com/pr/may-national-poll-biden-back-in-the-lead-for-the-democratic-nomination",2019-05-10,2019-05-13,"1","Biden","Democrat","+8.0","",54.0,46.0
"58","121753","poll","CNN","4/25 - 4/29","","470 RV","5.5","",Biden,Democrat,+6.0,,2019-05-02 23:55:00,"https://cdn.cnn.com/cnn/2019/images/05/01/rel6d.-.trump.and.2020.pdf",2019-04-25,2019-04-29,"1","Biden","Democrat","+6.0","",51.0,45.0
"59","121662","poll","The Hill/HarrisX","4/25 - 4/26","","1000 RV","3.1","",Biden,Democrat,+6.0,,2019-04-26 14:49:55,"https://thehill.com/hilltv/what-americas-thinking/440845-biden-leads-trump-by-6-points-in-first-post-announcement-poll",2019-04-25,2019-04-26,"1","Biden","Democrat","+6.0","",43.0,37.0
"60","121657","poll","Politico/Morning Consult","4/19 - 4/21","","1992 RV","2.0","",Biden,Democrat,+8.0,,2019-05-10 09:44:06,"https://morningconsult.com/wp-content/uploads/2019/04/190452_crosstabs_POLITICO_RVs_v1.pdf",2019-04-19,2019-04-21,"1","Biden","Democrat","+8.0","",42.0,34.0
"61","121518","poll","Emerson","4/11 - 4/14","","914 RV","3.2","",Biden,Democrat,+6.0,,2019-04-15 08:07:08,"http://emersonpolling.com/2019/04/15/april-national-poll-bernie-takes-lead-for-democratic-nomination-mayor-pete-on-the-move/",2019-04-11,2019-04-14,"1","Biden","Democrat","+6.0","",53.0,47.0
"62","121354","poll","PPP (D)","3/27 - 3/28","","846 RV","3.4","",Biden,Democrat,+13.0,,2019-04-01 13:27:52,"https://www.publicpolicypolling.com/wp-content/uploads/2019/04/PPP_Release_National_40119.pdf",2019-03-27,2019-03-28,"1","Biden","Democrat","+13.0","",53.0,40.0
"63","121364","poll","Rasmussen Reports","3/17 - 3/21","","5000 LV","1.5","",Biden,Democrat,+5.0,,2019-04-01 16:08:53,"http://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_mar29",2019-03-17,2019-03-21,"1","Biden","Democrat","+5.0","",49.0,44.0
"64","121236","poll","FOX News","3/17 - 3/20","","1002 RV","3.0","",Biden,Democrat,+7.0,,2019-03-24 10:52:20,"https://www.foxnews.com/politics/fox-news-poll-biden-sanders-top-democratic-preference",2019-03-17,2019-03-20,"1","Biden","Democrat","+7.0","",47.0,40.0
"65","121167","poll","Emerson","3/17 - 3/18","","1153 RV","2.8","",Biden,Democrat,+10.0,,2019-03-20 09:43:40,"http://emersonpolling.com/2019/03/19/national-poll-sanders-tied-with-biden-beto-gets-post-announcement-bump/",2019-03-17,2019-03-18,"1","Biden","Democrat","+10.0","",55.0,45.0
"66","120819","poll","Emerson","2/14 - 2/16","","1000 RV","3.3","",Biden,Democrat,+10.0,,2019-02-16 18:35:22,"http://emersonpolling.com/2019/02/16/majority-of-americans-disagree-with-trumps-national-emergency-despite-a-plurality-agreeing-with-border-wall-extension/",2019-02-14,2019-02-16,"1","Biden","Democrat","+10.0","",55.0,45.0
"67","120482","poll","PPP (D)","1/19 - 1/21","","760 RV","3.6","",Biden,Democrat,+12.0,,2019-01-23 07:51:30,"https://www.publicpolicypolling.com/wp-content/uploads/2019/01/PPP_Release_National_12219.pdf",2019-01-19,2019-01-21,"1","Biden","Democrat","+12.0","",53.0,41.0
"68","120402","poll","PPP (D)","6/8 - 6/10","","679 RV","3.8","",Biden,Democrat,+14.0,,2019-01-10 10:53:45,"https://www.publicpolicypolling.com/wp-content/uploads/2018/06/PPP_Release_National_61318.pdf",2018-06-08,2018-06-10,"1","Biden","Democrat","+14.0","",53.0,39.0
"69","120396","poll","PPP (D)","3/23 - 3/25","","846 RV","3.4","",Biden,Democrat,+17.0,,2019-01-10 10:49:02,"https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf",2018-03-23,2018-03-25,"1","Biden","Democrat","+17.0","",56.0,39.0
"70","116867","poll","PPP (D)","2/9 - 2/11","","687 RV","3.7","",Biden,Democrat,+9.0,,2018-02-14 10:44:07,"https://www.publicpolicypolling.com/wp-content/uploads/2018/02/PPP_Release_National_21418.pdf",2018-02-09,2018-02-11,"1","Biden","Democrat","+9.0","",51.0,42.0
"71","116961","poll","CNN","1/14 - 1/18","","918 RV","3.8","",Biden,Democrat,+17.0,,2018-02-26 23:19:22,"http://cdn.cnn.com/cnn/2018/images/01/23/rel1e.-.2020.pdf",2018-01-14,2018-01-18,"1","Biden","Democrat","+17.0","",57.0,40.0
"72","116407","poll","PPP (D)","12/11 - 12/12","","862 RV","3.3","",Biden,Democrat,+14.0,,2017-12-14 10:33:03,"https://www.publicpolicypolling.com/wp-content/uploads/2017/12/PPP_Release_National_121417.pdf",2017-12-11,2017-12-12,"1","Biden","Democrat","+14.0","",54.0,40.0
"73","116008","poll","PPP (D)","10/27 - 10/29","","572 RV","4.1","",Biden,Democrat,+18.0,,2017-10-31 11:34:12,"https://www.publicpolicypolling.com/wp-content/uploads/2017/10/PPP_Release_National_103117.pdf",2017-10-27,2017-10-29,"1","Biden","Democrat","+18.0","",56.0,38.0
"74","115890","poll","Emerson","10/12 - 10/14","","820 RV","3.4","",Biden,Democrat,+9.0,,2017-10-23 10:37:25,"http://www.emerson.edu/sites/default/files/Files/Academics/ecp-10.16-national.press_.release.pdf",2017-10-12,2017-10-14,"1","Biden","Democrat","+9.0","",51.0,42.0
"75","115668","poll","PPP (D)","9/22 - 9/25","","865 RV","3.3","",Biden,Democrat,+13.0,,2017-09-28 14:19:24,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_92817.pdf",2017-09-22,2017-09-25,"1","Biden","Democrat","+13.0","",53.0,40.0
"76","115397","poll","PPP (D)","8/18 - 8/21","","887 RV","3.3","",Biden,Democrat,+12.0,,2017-08-29 15:07:09,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf",2017-08-18,2017-08-21,"1","Biden","Democrat","+12.0","",51.0,39.0
"77","115391","poll","PPP (D)","7/14 - 7/17","","836 RV","3.4","",Biden,Democrat,+15.0,,2017-08-29 14:56:27,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf",2017-07-14,2017-07-17,"1","Biden","Democrat","+15.0","",54.0,39.0
"78","115384","poll","PPP (D)","6/9 - 6/11","","811 RV","3.4","",Biden,Democrat,+13.0,,2017-08-29 12:58:42,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_61217.pdf",2017-06-09,2017-06-11,"1","Biden","Democrat","+13.0","",54.0,41.0
"79","115379","poll","PPP (D)","5/12 - 5/14","","692 RV","3.7","",Biden,Democrat,+14.0,,2017-08-29 12:49:23,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_51617.pdf",2017-05-12,2017-05-14,"1","Biden","Democrat","+14.0","",54.0,40.0
"80","115405","poll","PPP (D)","4/17 - 4/18","","648 RV","3.9","",Biden,Democrat,+14.0,,2017-08-29 15:47:03,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_42017.pdf",2017-04-17,2017-04-18,"1","Biden","Democrat","+14.0","",54.0,40.0
"81","115374","poll","PPP (D)","3/27 - 3/28","","677 RV","3.8","",Biden,Democrat,+14.0,,2017-08-29 12:35:20,"http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_33017.pdf",2017-03-27,2017-03-28,"1","Biden","Democrat","+14.0","",54.0,40.0
